Perfume Rating,Perfume Best Rating,Perfume Rating Count,Brand,Scent group,Perfume Name,Perfume Description,Top Notes,User Reviews
3.78,5,5,Clinique,"['aromatic', 'woody', 'earthy', 'warm spicy', 'herbal', 'mossy', 'floral', 'patchouli', 'balsamic', 'fresh spicy']",Aromatics Elixir Clinique for women,"Aromatics Elixir by Clinique is a Chypre Floral fragrance for women. Aromatics Elixir was launched in 1971. The nose behind this fragrance is Bernard Chant. Top notes are Chamomile, Aldehydes, Clary Sage, Coriander, Geranium, Lemon Verbena, Brazilian Rosewood and Bergamot; middle notes are Rose, Carnation, Ylang-Ylang, Orris Root, Jasmine, Tuberose and Orange Blossom; base notes are Oakmoss, Patchouli, Incense, Vetiver, Sandalwood and Musk. Aromatics Elixir is the oldest perfume from the house of Clinique, created in 1975.
It’s classified as chypre-floral, following the steps of similar sharp and strong classics.
The top, aromatic note is dominated by verbena, sage and chamomile, which give way to the sweet floral notes of geranium, rose and white flowers: ylang ylang, jasmine and tuberose. Oakmoss and patchouli note in its base are traditional ingredients in perfumes that belong to the chypre family.The moss-green end note is characteristic of the chypre family, along with vetiver.The nose behind Aromatics Elixir is Bernard Chant.
The new limited edition of Aromatics Elixir was introduced in 2007, available in 100ml bottles with an addition of a retro atomizer which offers a romantic flair.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",PerfumerBernard Chant,
2.9,5,5,Clinique,"['woody', 'floral', 'citrus', 'aromatic', 'white floral', 'earthy', 'warm spicy', 'animalic', 'herbal', 'mossy']",Aromatics Elixir Fête des Mères Edition Limitée Clinique for women,"Aromatics Elixir Fête des Mères Edition Limitée by Clinique is a fragrance for women. This is a new fragrance. Aromatics Elixir Fête des Mères Edition Limitée was launched in 2022. Top notes are Aldehydes, Bergamot, Verbena and Chamomile; middle notes are Rose, Jasmine, Carnation, Ylang-Ylang and Tuberose; base notes are Oakmoss, Vetiver, Patchouli and Civet. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","Perfume PyramidTop NotesAldehydesBergamotVerbenaChamomile
Middle NotesRoseJasmineCarnationYlang-YlangTuberose
Base NotesOakmossVetiverPatchouliCivet
Vote for Ingredients","['Mozartiana02/12/23 08:16This is definitely a perfume intended for the loyal customers of the AE EdP, but it is still a slightly different scent than the mother ship. This one has a more generous and longer lasting dose of aldehydes and a very prominent hyacinth note that sadly, is missing from the notes on Fragrantica. The pathchouli-oakmoss-vetiver base is slightly toned down and overall, the entire experience is more uplifting and somehow refreshed if not actually being refreshing. I personally enjoy it more than the original. Sadly, it is LE but if you can get one, I would suggest not to hesitate.']"
4.3,5,5,Clinique,"['woody', 'amber', 'aromatic', 'earthy', 'citrus', 'white floral', 'mossy', 'balsamic', 'patchouli', 'warm spicy']",Aromatics Elixir Perfumer's Reserve Clinique for women,"Aromatics Elixir Perfumer's Reserve by Clinique is a Chypre Floral fragrance for women. Aromatics Elixir Perfumer's Reserve was launched in 2011. The nose behind this fragrance is Laurent Le Guernec. Top notes are Clary Sage, Bergamot, Lemon Verbena and African Orange Flower; middle notes are Rose, Jasmine and Tuberose; base notes are oak moss, Patchouli, Myrhh, Resin, Woodsy Notes, Vetiver and French labdanum. Aromatics Elixir Perfumer's Reserve is a limited edition of the original Aromatics Elixir from 1971, launched in 2011. The fragrance opens with notes of bergamot, verbena, clary sage and orange blossom. The heart is made of white flowers such as tuberose, Sambac jasmine and rose, laid on the woody-chypre base of patchouli, moss, myrrh, labdanum, vetiver, dark woods and resins.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",PerfumerLaurent Le Guernec,"['LisaMinnow04/27/20 10:29This stopper bottle has gotten on my LAST NERVE. the two times i tried to use it I spilled it trying to open it even though i was careful. Sure I can loosely replace the stopper and not have to struggle next time but then I risk evaporation or it spilling if it is not upright. \nReceived from a Facebook seller when I thought I was getting the original. I like the original better - it is more acrid in the best kind of way. This is less harsh and lacks the same personality, though it is very pleasant and nice and has a vintage quality that I like and respect especially for a newish formula. \nIf you are in hot pursuit of it, message me and I may be willing to part with it. i can send you photos of how much is left- still mostly full.', 'makeupmaven196705/26/19 12:13This is presented as the AE incarnation closest to the original from 1971. Only available in a stopper bottle and now evidently hard-to-find. If it is truly close to the original, though, purists may want to give it a try. I am curious about it myself, because I wore the 1971 original but cannot tolerate subsequent reformulations.', ""jenise12/26/17 06:34I obtained this beautiful brown bottle on Ebay, it was a blind buy. It is absolutely lovely. I found it very similar to the original AE. This is a scent to use sparingly. Be careful opening the bottle, as it is a stopper. If you love AE, I promise you will love this too. It has a strong silage, and is very long lasting on my skin. Patch is awesome, must be a patch lover to wear this. \nI find that when I wear a strong frag, I wear it low, around my belly button, or even lower, my legs. It wafts upwards, and is toned down through my clothes so it rarely ever offends anyone else and I get delicious whiffs all day long. I recommend wearing all AE frags this way. This perfume is exactly as described in the notes. It has a bit more floral to it than the original. I love the bottle, I love it in my collection. Best blind buy ever. Try this, it doesn't disappoint!"", ""ldetrich12/09/15 11:56Estker.\nAccording to what I was told, Parfumer's Reserve was only available at certain stores, not nation-wide. \n\nWhen I visited the SF Clinique counters, I was told it was the same AE just in a different bottle. I called the 1-800 customer service line and the rep had no clue about PR or Aromatics in White or Black. \nI hate to order online and then if it doesn't work, have to run to the PO (which is way out of the way)."", ""cumulnimbus01/25/15 09:43I'm wearing this one today and it fits today's winter sunday's sun perfectly.\n\nI love original Aromatics Elixir but I wasn't disappointed by this version in anyway.\n\nI just agree with previous reviewers who mentioned this version is smoother, a bit quieter as it stays closer to skin and slightly powdery, adding up as a different though very elegant scent. Still connected to the original while distinct enough to deserve a place, it is a wonderful chypre and a very good ingredient quality one. \n\nIt is this cuter version that I go for in the privacy of my home or when I'm going to be among friends. The darker and stronger original fits better working days. Maybe the original is like a perfectly engraved heraldic detail on an armour versus the pretty and detailed embroidery work on the shirt under it which this version can be thought of as."", 'Sherihan10/19/14 01:34Now I\'m wearing it, had it for long but didn\'t have time to try it on. Smells lovely,I didn\'t ""touch to pulsepoints"" as it is advised on its box, I just poured a little in my palm and then touched my neck,my arms and all over my hands. The smell is really classic and classy, I had a feeling that this is how people smelled perfume in the 30\'s/40\'s as it has that kind of earthy,oriental kind of notes of those eras. Definitely aldehydic, and green. I don\'t care of it\'s longevity as long as it is this lovely on its first.', 'fazli ikram03/30/13 13:51just lovely..powdery after few hours feel like a classic', ""akats12/03/12 09:50What a nice perfume!! I won't compare it to the original AE as I find it very different. This is smoother, creamier, sweeter perhaps. Clary sage here is very mossy and earthy. Resins also make it very balmy but not in a heavy way. It is soft, quiet perfume but never looses its chypre/a bit oriental character. It lasts several hours and I find it properly for morning, as it is not offensive. Adorable!!!!! the price though is very high for only 25 ml."", ""Jomoves11/09/12 13:12If you love the original AE, then it's hard not to be disappointed by this update. I say update because it has clearly been tweaked to be more compatible with today's market. It's a lighter version of the original, with all the strong notes toned right down and the florals bought to the forefront. The lasting power is not what it should be, either. I accidentally spilt a lot of this down the front of my shirt when testing, and the next day I could barely smell it. Now that is a shock because users of the original know that this fragrance remains potent for DAYS on fabric, and sometimes even after washing.\n\nIf you've got any perfume guts at all stick with the original - and apply liberally!"", ""Tracyellen161910/06/12 23:10I worked for Clinique in the eighties, long before I became enchanted with perfume. One of my coworkers and I would amuse ourselves on a slow day by surreptitiously giving each other a squirt, laughing like maniacs and running away. We did this as a joke because we hated the scent of Aromatics Elixir. Then, something happened. I began chatting with the women that would come in to buy it and for almost every one of them, this was their signature scent. I grew to love it and when you can smell it on someone whose chemistry it mixes with, it's truly intoxicating. I've tried over and over again in the intervening years to make this one of the scents in my rotation, but it never worked for me. Definitely got the bug spray vibe. However, I purchased this LE of the Perfumers Reserve and I finally can wear AE!!!! Bottle is gorgeous and using the stopper to dab a bit on my neck makes me feel old school glamorous. This is smoother than the original, I think the sillage is closer, but still considerable. Long lasting? Yes. I often wear it to bed and sniff my wrists as I'm drifting off. It is much better after the first half hour and on me, I get the patchouli and vetiver, delicious. Probably not an office scent, but amazing in colder weather to snuggle up with your sweetie. It definitely doesn't smell like fruity candy, this is for grownups and I think it would be fantastic on a man."", ""lovingthealien08/25/12 17:46A surprisingly excellent chypre considering when it was released. It's very much an excellent and high quality classic chypre similar to Sous le Vent or Mitsouko with a touch of the original Aromatics Elixir just barely showing through. Though not too close to the original AE (which is already in parfum strength, isn't it?), it's still absolutely wonderful. The rose/patchouli accord so prominently smoldering in the original has become a light accent in this version which is extremely sexy in its own right. \n\nApply judiciously; this does in dabs what the original does in large sprays.\n\nAbsolutely recommended."", ""OVincze12/21/11 03:45I agree that this LE is definitely worth it and like a fine single barrel scotch. I have instantly fallen for it when I smelled it last nite. I have been looking for this for a long time and it has finally arrived to my country and I knew right away that I had to have this if for nothing else the bottle, this will be a collector's item just for that and for the LE juice of a historical five star fragrance.\n\nAs to the juice it is no less extraordinary than the bottle itself. I have also found the original too heavy and yes it is slightly outdated and has that bit of a bug spray note in the top which this formula has really toned down. Please do not misunderstand me, the original is the work of a genius, gorgeous but I think that it was a great idea to create a slightly modernized, updated version of it while keeping the vintage feel. \n\nThis fragrance has the best of vintage fragrances, it has the warmth and depth you cannot find in today's veil like fragrances, however, without the repulsive notes you often find in older and heavier scents which some people might call old-lady or bug spray like. There is spice in this frag but it is muted. It opens with the most beautiful rose and the only thing I would change is that I would keep most of that rose in the heart. The opening is really beautiful and complicated and the dry down is less complicated but very warm, still very different and simply stunning. \n\nWhat I also love about the LE is that it is a perfume concentrate, the price is great for that and with such a deep frag application is much easier than if it had been in a spray bottle. Definitely five star potential."", ""HazelMae11/11/11 20:01I am a fanatic for the original Aromatics Elixir, and I was disappointed in this. \n\nWhite florals and vetiver are very noticeable here. It has the astringent AE topnotes, however it seems that rose, chamomile and patchouli are present but not as distinguishable as in the original formula. I detect an animalic note here, where I never did in the original. \n\nIt is much less potent, complex and long-wearing than I expected. If you like the idea of AE but never could quite get along with the real thing, this could be worth testing. \n\nIf like me, you would consider a blind buy based on your love for the original, I recommend caution. I wish I had waited to test this. \n\nFive stars for the pretty brown bottle. I don't want to discourage anyone from trying this. I almost think I might have liked it if nobody had told me it was supposed to be a version of Aromatics Elixir."", ""Elsee11/06/11 17:11Got this today without sampling. At first I thought UGH....what a waste of $75!!! But....then I realized there is an art to wearing this version. The first dab was straight from the bottle. OMG - NO!!! It's too strong and smells weird. So then I tried dabbing a kleenex, letting it dry somewhat and then dabbing it on my wrist. There it is. Pure joy. \n\nIt's a VERY STRONG version of the juice so go slow, dab lightly and figure out what works on you. Once you find the right technique for you, it will be beautiful."", ""snchamness11/01/11 19:15Totally agree with melancholybaby's review, especially the comparison to fine scotch. I can't wear the regular Aromatics Elixir, but the Perfumer's Reserve is definitely something special. Hope this sells well enough to become a permanent addition, instead of a temporary limited edition."", ""melancholybaby10/15/11 17:05The Perfumer's Reserve version of Aromatics Elixir is presented in a lovely brown glass bottle, etched with flowers; the stopper acts as a pulse-point dropped for the perfume. While the fragrance is certainly recognizable in the same line as the original, there is a subtle, smooth almost velvet-like aspect of this version that surrounds you and makes you feel oh-so-sexy in a quiet way. It is closer to the skin than the original, and in comparing the two this reminds me of the difference between Johnny Walker and a fine, 20-year old single malt. Same family, but one is smooooooth and warms your heart and soul. Definitely worth splurging on the Perfumer's Reserve!"", ""estker09/18/11 17:31It is being sold now at macy's.com\n25 ml -75 dollars\n\nWill the 40 years anniversary perfumer's reserve be worth it?\n\nWill we be able to test it at the counters before buying it?"", 'estker07/24/11 17:05I also asked on the website and various Clinique Counters, no one knows anything about it.\nSo, when will be able to try this perfume?', ""cumulnimbus01/25/15 09:43I'm wearing this one today and it fits today's winter sunday's sun perfectly.\n\nI love original Aromatics Elixir but I wasn't disappointed by this version in anyway.\n\nI just agree with previous reviewers who mentioned this version is smoother, a bit quieter as it stays closer to skin and slightly powdery, adding up as a different though very elegant scent. Still connected to the original while distinct enough to deserve a place, it is a wonderful chypre and a very good ingredient quality one. \n\nIt is this cuter version that I go for in the privacy of my home or when I'm going to be among friends. The darker and stronger original fits better working days. Maybe the original is like a perfectly engraved heraldic detail on an armour versus the pretty and detailed embroidery work on the shirt under it which this version can be thought of as."", ""HazelMae11/11/11 20:01I am a fanatic for the original Aromatics Elixir, and I was disappointed in this. \n\nWhite florals and vetiver are very noticeable here. It has the astringent AE topnotes, however it seems that rose, chamomile and patchouli are present but not as distinguishable as in the original formula. I detect an animalic note here, where I never did in the original. \n\nIt is much less potent, complex and long-wearing than I expected. If you like the idea of AE but never could quite get along with the real thing, this could be worth testing. \n\nIf like me, you would consider a blind buy based on your love for the original, I recommend caution. I wish I had waited to test this. \n\nFive stars for the pretty brown bottle. I don't want to discourage anyone from trying this. I almost think I might have liked it if nobody had told me it was supposed to be a version of Aromatics Elixir."", ""lovingthealien08/25/12 17:46A surprisingly excellent chypre considering when it was released. It's very much an excellent and high quality classic chypre similar to Sous le Vent or Mitsouko with a touch of the original Aromatics Elixir just barely showing through. Though not too close to the original AE (which is already in parfum strength, isn't it?), it's still absolutely wonderful. The rose/patchouli accord so prominently smoldering in the original has become a light accent in this version which is extremely sexy in its own right. \n\nApply judiciously; this does in dabs what the original does in large sprays.\n\nAbsolutely recommended."", ""akats12/03/12 09:50What a nice perfume!! I won't compare it to the original AE as I find it very different. This is smoother, creamier, sweeter perhaps. Clary sage here is very mossy and earthy. Resins also make it very balmy but not in a heavy way. It is soft, quiet perfume but never looses its chypre/a bit oriental character. It lasts several hours and I find it properly for morning, as it is not offensive. Adorable!!!!! the price though is very high for only 25 ml."", ""OVincze12/21/11 03:45I agree that this LE is definitely worth it and like a fine single barrel scotch. I have instantly fallen for it when I smelled it last nite. I have been looking for this for a long time and it has finally arrived to my country and I knew right away that I had to have this if for nothing else the bottle, this will be a collector's item just for that and for the LE juice of a historical five star fragrance.\n\nAs to the juice it is no less extraordinary than the bottle itself. I have also found the original too heavy and yes it is slightly outdated and has that bit of a bug spray note in the top which this formula has really toned down. Please do not misunderstand me, the original is the work of a genius, gorgeous but I think that it was a great idea to create a slightly modernized, updated version of it while keeping the vintage feel. \n\nThis fragrance has the best of vintage fragrances, it has the warmth and depth you cannot find in today's veil like fragrances, however, without the repulsive notes you often find in older and heavier scents which some people might call old-lady or bug spray like. There is spice in this frag but it is muted. It opens with the most beautiful rose and the only thing I would change is that I would keep most of that rose in the heart. The opening is really beautiful and complicated and the dry down is less complicated but very warm, still very different and simply stunning. \n\nWhat I also love about the LE is that it is a perfume concentrate, the price is great for that and with such a deep frag application is much easier than if it had been in a spray bottle. Definitely five star potential.""]"
4.42,5,5,Clinique,"['woody', 'earthy', 'aromatic', 'white floral', 'mossy', 'rose', 'citrus', 'musky', 'patchouli', 'warm spicy']",Aromatics Elixir Premier Clinique for women,"Aromatics Elixir Premier by Clinique is a Chypre Floral fragrance for women. Aromatics Elixir Premier was launched in 2017. Top notes are Clary Sage, Bergamot, Lemon Verbena and Orange Blossom; middle notes are Rose, Patchouli, Jasmine Sambac and Tuberose; base notes are Moss, Vetiver, Musk, Woody Notes and Myrrh. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","Perfume PyramidTop NotesClary SageBergamotLemon VerbenaOrange Blossom
Middle NotesRosePatchouliJasmine SambacTuberose
Base NotesMossVetiverMuskWoody NotesMyrrh
Vote for Ingredients","[""Mozartiana11/23/18 12:51This is really quite unusual and not really what I expected. There is a very strong but way to brief reference to the current EdP version in the opening, although quite a bit lighter on the patchouli side. It vanishes very fast and sinks int a salty, musky skin scent. The rose is withering for a tad longer, but lovely as it is, it is also gone before you know it. \nI'm comparing EdP to this and they have an entirely different drydown. This one is very salty and sultry with a just a dash of vetiver on its best behaviour. From this phase alone one could never guess that this perfume is supposed to belong to the AE line. While interesting and finely made, it definitely can stand as a fragrance on its own as opposed to being labelled as an impostor or a flanker."", 'Lowertownie08/21/18 15:42This showed up at my work today. Its $126 here in Canada... for 25mL! I want it anyway I love AE and this sounds phenomenal. Funny thing, a year ago when I still was working for Clinique a client came in looking for this. She showed me a picture and I was dumbfounded. I had never heard of it and was instantly obsessed with getting my hands on some. So time to save my pennies I guess.', ""sarah.brooks05/12/18 17:49I'll be smelling this one soon.."", ""Sugandaraja12/11/17 11:57A haunting and nostalgic take on the rose chypre, considerably more rounded than the original and rather different than Aromatics Elixir Perfumer's Reserve.\n\nHere, many of sharper, brighter, and greener notes of the original are subdued, the rose is more prominent, and jasmine and orange blossom are much more up front. It's a softer, richer, more floral take on the Aromatics Elixir perfume, and in my opinion, an improvement on it.\n\nA quality rose chypre is a rarity in the 2010's, and this perfume feels like it's from another era (it would fit in well with the chypres of the '70s). \n\nWell worth tracking down, despite its Harrods exclusive status."", 'Sherihan11/29/17 12:48owning three bottles,,\nthe notes written here makes me proud of purchasing 3, I’m thinking of purchasing another one or tow!\nbergamot-lemon verbena-clary sage-orange blossom-rose-jasmine sambac-tuberose-patchouli-myrrh-vetiver-moss-musk... this “plethora” of highly prized essential oils in “aromatherapy” science increase my appetite for more..I guess aromatherapy is ALL about smelling/wearing scents since the dawn of humanity. These raw materials are well known for their “spiritual” properties too, go on read them again, they are appreciated in every culture and religion of this planet Earth I guarantee you. \nI’m doing more searching about Madame Estee Lauder and her concept behind this perfume, she wanted an Aromatherapy product, to heal and cure “soul” and “spirit” of the user, not just a perfume or cologne... especially that “Eastern” teachings were invading the wild west starting from 60’s and all the 70’s, the time this scent born. \nI’m in love with this and the classic AE.. it is my “go to” perfume during fatigue or laziness times, it is even good on early mornings and will not hurt my empty fragile stomach that time..', 'Scentmad10/30/17 08:00This smells like AE mixed with a little La Perla. I love it. Classic chypre, definately AE but more floral and not as peppery. A winner.', 'cincobayou06/08/17 20:51Oh No! Not in the USA?\nI would buy it un-smelt.', ""cumulnimbus05/23/17 04:45Notes are exactly those of the original except for the absence of resins and labdanum. I'm curious. Beautiful version of the bottle."", 'Scentmad10/30/17 08:00This smells like AE mixed with a little La Perla. I love it. Classic chypre, definately AE but more floral and not as peppery. A winner.']"
4.01,5,5,Clinique,"['amber', 'white floral', 'aromatic', 'woody', 'floral', 'fruity', 'sweet', 'citrus', 'vanilla', 'warm spicy']",Aromatics in Black Clinique for women,"Aromatics in Black by Clinique is a Amber Floral fragrance for women. Aromatics in Black was launched in 2015. Top notes are Plum Tree, Pink Grapefruit and Bergamot; middle notes are Jasmine, Osmanthus and Neroli; base notes are Myrhh, Tonka Bean and Vetiver. Aromatics in Black is a 2015 update of Clinique's legendary fragrance, Aromatics Elixir from 1971. Intoxicating top notes of plum leaf, pink grapefruit and Italian bergamot extend a tempting invitation.An exotic bouquet of osmanthus and neroli opens to reveal sensual jasmine sambac, delicate and powerful.Base notes of vetiver and tonka bean entwine with precious myrrh.
Top Notes: Plum Leaf Accord, Pink Grapefruit and Bergamot.
Heart Notes: Osmanthus, Jasmine and Neroli.
Base Notes: Myrrh, Vetiver and Tonka Beans.
Available as a 50 and 100 ml EDP.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","Pros
11
0
Unique and intriguing progression of notes
10
0
Intense balsamic scent
9
0
Soft and comforting vanilla tonka dry down
6
0
Inexpensive price point
3
1
Full on jasmine, osmanthus, and neroli notes
3
2
Fresh and not overly sweet plum scent
3
2
Gender-neutral scent
2
1
Dry and smoky wood notes
Cons
2
2
Not long-lasting on some skin types
1
3
Powdery and vintage vibe may not be appealing to all
0
3
Initial grapefruit note can be jarring
0
3
Disappointing if expecting traditional myrrh or osmanthus notes
0
4
Jasmine notes can be too scratchy or overpowering for some
0
5
Fruitiness may be overwhelming for some
0
5
Lacks innovation or uniqueness in the market
0
5
May settle into a generic drugstore scent on some",
3.92,5,5,Clinique,"['amber', 'musky', 'rose', 'patchouli', 'woody', 'warm spicy', 'powdery', 'balsamic', 'citrus', 'fresh spicy']",Aromatics in White Clinique for women,"Aromatics in White by Clinique is a Amber Floral fragrance for women. Aromatics in White was launched in 2014. The nose behind this fragrance is Nicolas Beaulieu. Top notes are Labdanum, Sichuan Pepper and Violet Leaf; middle notes are Rose, Patchouli and Orange Blossom; base notes are Musk, Amber, Benzoin and Vanilla. White color definitely replaces the years-long trend of black color. One fragrance in the long line of very interesting editions arrives from the house of Clinique as a successor of the classic from 1971—Aromatics Elixir. As the oldest fragrance of the house of Clinique, Aromatics Elixir takes special place in the collection of the house but also an envious place for the quality of the composition in the perfume industry in general. Its chypre-floral composition highlights tart floral essences of carnation and rose, cooled with aldehydes and moss. 

The opulence of aromas of Aromatics Elixir has been modernized with Aromatics Elixir Sheer Velvet Philtre Sensuel from 2006 and Aromatics Elixir Perfumer's Reserve from 2011, and in Autumn 2014 the new face of the first Clinique fragrance receives sophisticated contemporary style. 

""I have always been fascinated with the magic of Aromatics Elixir and its attraction on the skin. I wanted to convey that feeling with a new, modern composition,"" stated perfumer Nicolas Beaulieu on the occasion of creating Aromatics in White.

In October 2014 Clinique presents Aromatics in White, a women’s fragrance which lures with tart notes of Sichuan pepper, elegant violet leaves and labdanum in top notes. The gentle transition towards the heart comes with floral shades of roses and orange blossom, surrounded with patchouli, creating a harmonious union of floral and earthy textures. Depth and sensual aromas are ensured by leather musk, intertwined with warm grey amber, benzoin and vanilla. United this way, they leave a soft, oriental signature in the base. The new composition by Clinique is signed by perfumer Nicolas Beaulieu.

Fragrance Aromatics in White arrives in a white flacon following the style and form of its antecedents, and has been modernized with an elegant white cap. The flacon has been embellished discretely with golden color details (a thin rim on the cap and name inscribed in gold). Expected on the market on November 1, 2014.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",PerfumerNicolas Beaulieu,
3.56,5,5,Clinique,"['citrus', 'floral', 'white floral', 'sweet', 'fresh spicy', 'green']",Clinique Happy Clinique for women,"Clinique Happy by Clinique is a Floral Fruity fragrance for women. Clinique Happy was launched in 1998. Clinique Happy was created by Jean Claude Delville and Rodrigo Flores-Roux. Top notes are Orange, Blood Grapefruit, Indian Mandarin, Bergamot, Apple and Plum; middle notes are Lily-of-the-Valley, Freesia, Orchid and Rose; base notes are Mimosa, Lily, Magnolia, Musk and Amber. Clinique Happy is a fragrance of joy, the essence of a sunny, happy morning. Wear Happy and be happy!
Fresh apple, plums and bergamot mixed with the fresh-air accord as top notes proceed into the egzotic floral heart composed of freesia, lily, rose and morning orchid. Musk and amber are in perfume’s base. It was created in 1997.
Happy was created by Jean Claude Delville and Rodrigo Flores-Roux. It received a 1998 FiFi award.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",PerfumersJean Claude DelvilleRodrigo Flores-Roux,
4.17,5,5,Clinique,"['citrus', 'green', 'aromatic', 'marine', 'woody']",Clinique Happy Clinique for men,"Clinique Happy by Clinique is a Citrus Aromatic fragrance for men. Clinique Happy was launched in 1999. Top notes are Mandarin Orange, Lime, Sea Notes, Lemon and Green Notes; middle notes are Freesia, Jasmine, Lily-of-the-Valley and Rose; base notes are Cypress, Musk, Cedar and Guaiac Wood. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","Pros
63
0
Fresh and clean scent
57
1
Uplifting and happy fragrance
56
1
Great summer fragrance
44
2
Bright and sharp orange scent
33
8
Unisex fragrance
27
1
Great for healthcare staff to wear
24
12
Memorable and nostalgic scent
20
13
Attractive and sexy scent for men
Cons
55
5
Poor longevity
46
5
Short-lived scent
34
6
Seasonal fragrance
11
21
Bland and poor-performing
12
23
Synthetic feel to the scent
8
27
Mediocre and generic scent
4
30
Overpowering if over-sprayed
2
34
Ruined by metal note",
3.67,5,5,Clinique,"['citrus', 'floral', 'fresh spicy', 'yellow floral', 'aromatic', 'powdery']",Clinique Happy by Donald Robertson Clinique for women,"Clinique Happy by Donald Robertson by Clinique is a fragrance for women. This is a new fragrance. Clinique Happy by Donald Robertson was launched in 2022. Top notes are Blood Grapefruit and Bergamot; middle notes are Mimosa and Hawaiian Jasmine; base note is Magnolia Petals. Discover this one-of-a kind, limited-edition Clinique Happy fragrance bottle, illustrated by celebrated artist Donald Robertson. Vivid, spring-inspired prints will bring a burst of happiness to someone special. A hint of citrus. A wealth of flowers. A mix of emotions. Clinique's best-selling women's fragrance interplays fresh, vibrant notes of ruby red grapefruit and bergamot with soft, sensual notes of Hawaiian wedding flower and spring mimosa. Wear it and be happy.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","Perfume PyramidTop NotesBlood GrapefruitBergamot
Middle NotesMimosaHawaiian Jasmine
Base NotesMagnolia Petals
Vote for Ingredients",[]
3.88,5,5,Clinique,"['aquatic', 'ozonic', 'green', 'floral', 'woody', 'citrus', 'soft spicy', 'fruity', 'powdery', 'aromatic']",Clinique Happy Heart 2003 Clinique for women,"Clinique Happy Heart 2003 by Clinique is a Chypre Floral fragrance for women. Clinique Happy Heart 2003 was launched in 2003. Clinique Happy Heart 2003 was created by Christophe Laudamiel and Olivier Polge. Top notes are Cucumber, Mandarin Orange and Cassia; middle notes are Water Hyacinth and Carrot; base notes are White Woods and Sandalwood. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",PerfumersChristophe LaudamielOlivier Polge,
